,ID,Is_Lead
52628,IYDBRBKW,0
52629,CF24LKPR,0
52630,S4W9V62J,0
52631,9XF47NGR,0
52632,TPTQKU5S,0
52633,KXE2KTMH,0
52634,IKJWABXP,0
52635,CWDWE6B9,0
52636,HHQHESI2,1
52637,CHMDEPHM,1
52638,PPQY7KE7,0
52639,4AX4PICU,0
52640,JUXPM6AH,1
52641,JQGCZK7N,1
52642,AFA3WAIN,1
52643,AKVTWJGC,0
52644,JTANRKAN,1
52645,4T3ZTHKB,0
52646,4WAKPAQO,0
52647,JUMYM2A2,0
52648,SHTCHEXS,0
52649,MIH8SOQK,0
52650,XVCDYM83,0
52651,VU3XEMGJ,0
52652,RCUZWGPQ,0
52653,TMWOKHHS,1
52654,TI5QCMGY,1
52655,TM6W3WTN,0
52656,ACU5JTGU,0
52657,SBAP55ZG,1
52658,Z767WTLQ,0
52659,ERYGSXN2,1
52660,FMFBCWU4,1
52661,JXBEHTXG,0
52662,DNNRPUMU,0
52663,SSDICSP8,1
52664,M68VEHS5,0
52665,WMFH3SSB,1
52666,NUJGYJJU,0
52667,VAL5MCED,0
52668,BJZRC3F6,0
52669,SRB5HDUM,0
52670,ZXYUSJOU,0
52671,MPD2XYWK,0
52672,PAWIRCDE,0
52673,DWDFWAVG,0
52674,IVQDBBJP,0
52675,PUKMBHNZ,0
52676,HPMPHQEG,1
52677,VJXXJLS8,0
52678,2HBDKEFB,0
52679,FHZTMCPS,0
52680,DH2D56EF,0
52681,JZSDGERD,0
52682,MQHKAQYZ,0
52683,KFXYPEYV,0
52684,BCTEPWDY,0
52685,4XVJPE3J,1
52686,4KQCJSZQ,0
52687,9CWHMTKN,0
52688,HBTPEDYQ,0
52689,X7PY4MYF,0
52690,BUYUHKRQ,0
52691,3WZPBJXJ,1
52692,ECCVBJ8J,0
52693,C2M4AQ7P,0
52694,BWONRIUB,0
52695,XTFEB4QM,0
52696,2GP9XCWF,1
52697,NFYMQ8SB,0
52698,DUDAUXLU,0
52699,ASGESMMB,0
52700,CJNQ8HII,1
52701,KDIV7H6R,0
52702,GJ3AOWQE,0
52703,LZMM9TAY,0
52704,YMBPIABN,0
52705,ATZAQCWC,1
52706,7EHVPYD4,0
52707,2PATVFWD,1
52708,CZTEAWYY,0
52709,JAN6KS67,0
52710,AGDVWTEX,0
52711,KQTZADMG,0
52712,FECSDZYB,0
52713,EBXBDJUG,0
52714,NPRSJK3F,0
52715,ECRQJHWR,0
52716,NZ7ZEJCU,0
52717,M6GQBOUW,0
52718,ZOZYTFVQ,0
52719,EFBNWYTB,0
52720,AVXWKXNA,0
52721,GSRTD3GP,0
52722,ENUXGBJQ,0
52723,ZHFCEIPP,0
52724,QURIMVE6,0
52725,HW4TULEA,1
52726,3TFSREHA,0
52727,B4UIJHP3,0
52728,HL3QSHSI,1
52729,EC3EKX6H,0
52730,RKIDYPPH,1
52731,FEZWHJBX,0
52732,EUQMUGDN,0
52733,7U66GDCL,0
52734,HVZHAHHH,0
52735,8LJVQXN4,0
52736,KMPXYGM5,0
52737,LVJXBUU4,0
52738,BCK6FEKS,1
52739,BVHW5ZYJ,1
52740,DJEXPVSB,0
52741,5C4MV3F8,0
52742,DGBAEKPW,0
52743,YTRZQBJT,1
52744,KJTJZJKC,1
52745,EOYSU6G4,1
52746,3DOQT5PN,0
52747,8VPTDXUI,1
52748,PRQBRGT3,0
52749,SSRY58EA,1
52750,Z8TFQPCZ,1
52751,KDWHMZKO,0
52752,9RFMIXAV,0
52753,CBTBNNJ8,0
52754,MBNXRQJU,0
52755,FGCUH8IS,0
52756,6AQP9CGH,1
52757,CPYLM8SN,1
52758,2ZJRXPG7,0
52759,YFRCKKAG,0
52760,BIOQ9U7C,1
52761,NKUZIJUG,0
52762,BSTPNTEP,1
52763,EFCYN7PS,1
52764,ASTZTNV8,1
52765,JTM7MROL,1
52766,JGSRGR5A,0
52767,SAG722MP,0
52768,BFXSVEDJ,0
52769,NPHDGDBS,0
52770,CZU8C4BB,1
52771,7OYBSEH7,1
52772,NUXDTNFO,0
52773,49STJNON,1
52774,OV8RH8VH,0
52775,KNZXI6U4,1
52776,7CXVTNOR,0
52777,BDNRQ4MK,0
52778,FWHTI9WT,0
52779,MPSMFE3V,1
52780,JKTADUM6,0
52781,OGWEIAPK,0
52782,NWVZBZD7,0
52783,KR83Q5RD,0
52784,N2HCY88Z,0
52785,A8WCE5CG,0
52786,BGVYZHAN,0
52787,JUETVDDT,0
52788,GRXOLPML,1
52789,H5GHARUO,0
52790,5V8UCSFA,0
52791,O7B9SWZS,0
52792,5SDJUATD,1
52793,ZCG8BDY6,1
52794,9XTTXV2M,1
52795,RDHEKHJR,0
52796,MD3YMKFY,0
52797,JF4GQQQ3,1
52798,JVAKERAW,0
52799,5WF5T9NJ,1
52800,MWEA8ZRI,0
52801,FSBABOG7,0
52802,OMTAOCYS,0
52803,FSLEUHRV,0
52804,INMMUQDE,0
52805,AQ9BHYTC,0
52806,XEO8HD9H,1
52807,5ACGEZJS,0
52808,OKJEH6MJ,0
52809,R88POXCZ,0
52810,P9A9ZJPU,0
52811,ZYDWX9GJ,0
52812,F39UIUWU,0
52813,UYZ6QL9T,0
52814,MYHXPSVP,0
52815,P8EZGG9P,0
52816,WCRUZ4YY,0
52817,LOYSRDZN,0
52818,8PTTXYMF,0
52819,TKP7RNRT,0
52820,38LXNHUQ,1
52821,TYERVQAD,0
52822,JFJ35C7S,0
52823,3CF6GJYY,1
52824,AGKND4NB,1
52825,GJVKSSTK,0
52826,Q8JRJKKR,0
52827,5DRPDTAS,1
52828,SUPW6SKB,1
52829,MM7KCJ36,1
52830,6RUG2CKC,1
52831,FUIRWCCA,0
52832,KF6MHET9,1
52833,GOMAYJCC,0
52834,KZXEUUMA,0
52835,JZANAAIO,0
52836,IUJFBDDX,0
52837,EOJ9ST62,0
52838,CAQ4G8BE,1
52839,HBZRR6BQ,0
52840,JKWHBUEJ,0
52841,ZMQJSWGJ,0
52842,ZWRYFVEB,0
52843,FOSKSGJI,0
52844,IZJMS8ZJ,0
52845,YS4B38TM,0
52846,EGCEYDX6,0
52847,6DKYJG4P,0
52848,7CZX7UXU,1
52849,G6ERVATK,0
52850,BVGWT7UG,0
52851,CZ2TQ8TR,0
52852,AXJLAEGC,1
52853,FDBH5AZD,0
52854,AZG3BMUW,0
52855,T9MJLDFY,0
52856,YEWJ2KDN,1
52857,BCE7NDCM,1
52858,WRKGS8UM,0
52859,LX8BDNC2,0
52860,ZTYYDXZP,0
52861,59VCBUJ5,1
52862,HPMR8CFO,0
52863,DQ6SROBZ,0
52864,F25SFQC2,1
52865,MFCHHQVL,0
52866,95QX4UXK,0
52867,AZQNWQ94,0
52868,K8BE3UKQ,1
52869,NMZVYYPF,0
52870,RDHAJD58,1
52871,JWADOL7F,0
52872,ABBHAVUC,0
52873,6UHDWWLT,1
52874,WQU9EGIB,0
52875,6WMYXCJL,0
52876,5PUPROYJ,0
52877,BDRJEITH,0
52878,G8W3JSIX,0
52879,4MOZP8AG,0
52880,N9NHKPU9,0
52881,G4FEWZYR,0
52882,GOHWW7JR,0
52883,XADOECFF,0
52884,6WE7H5GR,0
52885,LH9BT6AA,1
52886,EZ45JAXJ,0
52887,HQMGYA2J,1
52888,DS85NQHS,0
52889,STA4DG9C,1
52890,GYPJTEOE,0
52891,QSRK6VH4,0
52892,5RSKFTPP,1
52893,JPIHBQGX,0
52894,BYMQJCJY,0
52895,JRK9OEG7,0
52896,KOGU2XP2,0
52897,NXNHLXPD,1
52898,JDSLGW8H,0
52899,ZZN6HKYV,1
52900,49YFJTVZ,0
52901,AJTBFAMY,1
52902,FKSWX4SM,0
52903,3LURNLT9,0
52904,LHH29IYN,0
52905,WPQ9MBQZ,0
52906,X7ZHQVBC,0
52907,CBL3JDCC,0
52908,N3FD4NFJ,1
52909,MTDZHJDF,0
52910,NHWI63WQ,0
52911,HHWC5W7J,0
52912,NMDLAJCE,1
52913,TNQ9QZWT,0
52914,UJASBVKJ,0
52915,BBLMANJP,0
52916,JA9XNUOX,0
52917,D6SHSVYR,0
52918,MPRYXUMQ,1
52919,YFBTEUS3,1
52920,JAKGSWMF,0
52921,5SWB2PAN,1
52922,QRH6FPWX,0
52923,UCXO55SZ,0
52924,CUKJAB55,0
52925,HTHYFPIH,0
52926,5GQCTBM8,1
52927,DKYMWORK,0
52928,NAZWTDZL,0
52929,KCKNCFSN,0
52930,FX2ZEWK8,0
52931,7YF9JS96,1
52932,H4KQNPTD,1
52933,X3I6AY8E,0
52934,GBJQBUFT,1
52935,ZTLWUYLS,1
52936,KRGHQWPQ,0
52937,HATRSVUB,1
52938,GOXQRQBJ,1
52939,HJJTWBMH,1
52940,348UDUIP,0
52941,JNKUNWYX,0
52942,C2DN8HBC,0
52943,FJJXTJCF,1
52944,CMWZ2GQN,0
52945,43URNFVN,1
52946,CK4RDVSO,0
52947,KFHMUAGE,0
52948,NQSPAOGP,0
52949,L9DGQCJA,0
52950,ABQOUGJ2,0
52951,IE99JICU,0
52952,9YSXNWB6,0
52953,UFB7O8IZ,0
52954,KLFEMSE2,0
52955,7CCN5V6Y,0
52956,YJCRB3FZ,1
52957,PSJW3IMJ,0
52958,EHEDCNFF,1
52959,KBCXCTBF,1
52960,QDH8FNVU,0
52961,B72JMB4S,0
52962,GHS7ZQTD,1
52963,5FU44SXL,0
52964,EKBWXM2Z,0
52965,WCAQCCI2,1
52966,YWTIPMAR,0
52967,FTI22ZZP,0
52968,AP5X74ZX,0
52969,IP5LSTK9,0
52970,KTVUSR3S,0
52971,33H8J3ZV,0
52972,XI2WRK8G,0
52973,RKQAIQ4E,0
52974,OKW2RMJV,0
52975,XQKUJELW,0
52976,HZZXTG2K,0
52977,AJ4E6NQT,1
52978,6BT7D8SB,1
52979,S7C8B9M9,0
52980,2AQMKPZM,0
52981,4GXHHTMN,1
52982,N6CYPX6K,0
52983,JNUKNCZW,0
52984,FFTNXQBZ,0
52985,BDBV7UXF,1
52986,92GYZ2NK,0
52987,HXREZ6RM,0
52988,8DFXLO6M,0
52989,XMOAJJLH,0
52990,FVUSF7CJ,0
52991,K5XIAVHM,1
52992,CCHKQCOZ,0
52993,TNIZBABB,1
52994,HFTXEJNE,0
52995,NCJADIL6,1
52996,4MGNY7ZH,0
52997,ASPLF3RB,0
52998,IVVFDMGV,1
52999,J2DKSZSW,0
53000,KQD38WGM,0
53001,AOC4AUI4,0
53002,ZN4TVAU3,0
53003,5XYHFKDI,0
53004,MVJKNMSE,1
53005,GC3ISW5C,0
53006,GAQ3EXEB,0
53007,AKVEWAD7,1
53008,ZW8YEYHC,1
53009,O5QB6LDT,0
53010,KO223EOB,0
53011,VLM2BYUX,0
53012,TEBTF98X,0
53013,CWTALYB6,0
53014,8GV2DJMP,0
53015,CL4VNKDU,0
53016,CHXUXRST,0
53017,TTU5ITDW,0
53018,FHP4KCXF,0
53019,LFXAKDVB,0
53020,GSI6WANG,0
53021,P6JEPIRK,0
53022,PDFYZWEZ,1
53023,JM4S5SZ2,0
53024,VGKDNXSS,0
53025,BN6KIMZT,0
53026,26YDFM9S,1
53027,M6BAXSXW,1
53028,AJNFRAY3,0
53029,SRAVWIBW,0
53030,9H5J5PMJ,0
53031,WW8M8MWI,1
53032,NXJD8WVQ,0
53033,PD7YSBBG,0
53034,6SUALGRB,0
53035,TDZANTAX,0
53036,NGFHJPPI,0
53037,YHWHGBMS,0
53038,AKTMWBFK,0
53039,5DLAFGMJ,0
53040,EMVIJOUC,0
53041,EFP3FKDX,1
53042,KNZDPEY9,1
53043,AEVWQ5KN,1
53044,AFVFZNNE,0
53045,EWSXNERS,0
53046,JRFD4WEH,1
53047,K2CFYDYB,1
53048,C5THUVUS,1
53049,TSZFIUPX,1
53050,5K9VW84C,0
53051,DWVBSVUD,1
53052,4NPXE8OC,0
53053,NUSWXZYE,0
53054,BQJXXGWS,0
53055,R3UATBVU,0
53056,44MMS2K9,0
53057,D3GPJFFU,0
53058,UBRGR7Y2,0
53059,FT3E2EJO,0
53060,8VFY4JZE,0
53061,EOLU8JOW,1
53062,GJAO78NA,0
53063,IK5H3WJM,1
53064,EJV7TKSC,0
53065,CBMAW2OA,0
53066,ZOASHZQ5,1
53067,ELBSMRYP,0
53068,IVWJXDSG,1
53069,DGK2XT7R,1
53070,UQGOXXQU,0
53071,BHUNP2UJ,0
53072,7MA3GKSB,0
53073,FVASJHWY,0
53074,6KWJZVFA,0
53075,ZCRXKNOR,0
53076,PMSYFTKZ,0
53077,N33WVGRH,0
53078,FT647YON,0
53079,BJKKCUSQ,0
53080,DOSJ4OBD,0
53081,FJAEB4UN,0
53082,6TFGV4QV,0
53083,JTBCQXXG,0
53084,DR7HFZTT,0
53085,9DQU28CW,1
53086,LKWUAAZJ,1
53087,HHNUKDWP,0
53088,IJBUAKQK,0
53089,7MREBEFA,0
53090,MNY69BTV,1
53091,EGIMQ2BU,0
53092,SIP6WOD6,0
53093,M8UODA2C,0
53094,QEIHPKOB,0
53095,GNKG26XI,0
53096,XWAMHZWK,1
53097,HDX3F5K6,0
53098,RJKNKWFJ,0
53099,YXCEBYJQ,0
53100,UIRK4SRH,1
53101,BIHOK4QF,0
53102,GBWQD2QH,0
53103,5PI3C7UM,1
53104,IQSYDIBF,0
53105,FGM86W4U,1
53106,EVJNW9WH,1
53107,8FZUYCZQ,0
53108,GEURKEWK,0
53109,BYNDN9DZ,1
53110,AYAJKQJZ,0
53111,X6BWE8AY,0
53112,GVQFCRRB,0
53113,X59BWEJD,0
53114,M2K36M8A,0
53115,96CQJI8E,0
53116,C8T6EHQP,0
53117,TJRMRRAQ,1
53118,VQXTNBSU,0
53119,7VG5DVQJ,0
53120,UIPUTQFZ,0
53121,73MENPDZ,1
53122,N3PDPGXS,0
53123,SUGWLHEL,0
53124,S7M3IDCA,0
53125,RQMKPCLP,0
53126,KCXJUPYD,0
53127,KYREPXNK,0
53128,BAG4R2KM,0
53129,65WVBZCQ,0
53130,8WAGYG8J,0
53131,FZYBTIWK,1
53132,BWXY6OUM,1
53133,96AG5QME,0
53134,DQQASQUS,0
53135,WE2PKALU,0
53136,2ZYY3UZV,0
53137,K7GPRRH7,0
53138,NV4X5TNZ,0
53139,BFUAXFXY,1
53140,HTQVDJNK,0
53141,5HO3WQJW,0
53142,IP9ZZNZF,0
53143,GTVFKD9P,0
53144,4CYCKSJK,1
53145,WNNSDIU9,0
53146,HFQVHRPQ,0
53147,FMDKJYRW,1
53148,DWJORGGD,1
53149,NQYQCMFL,0
53150,ABQUCVGP,0
53151,GCNWUPOT,0
53152,LYSYCB5Q,0
53153,HQ6W5JEV,0
53154,B8HSQFPR,0
53155,EPBHU26U,1
53156,E5DXSU4J,0
53157,PANHEHP3,0
53158,BY2XEKVT,0
53159,NWYJPDYD,1
53160,VKZIDWCX,1
53161,8RRS62UT,0
53162,DZWGVJJF,0
53163,WSNWA8ZX,0
53164,83AXXFSH,0
53165,WHTVSSF8,0
53166,8R2DZVMA,0
53167,3FRM8JXM,0
53168,S8A9TDMZ,0
53169,NT3YASEX,0
53170,QDQOEG5H,0
53171,6XPNRRD3,0
53172,6EEMTVMS,0
53173,JNYITPAU,0
53174,DYCCBTXE,0
53175,FJQ6NX5H,0
53176,DWTMVQF5,0
53177,KVV2QZX6,0
53178,NDKBJFBV,0
53179,LCWPW993,0
53180,QMOZEACJ,0
53181,GCKXJP89,0
53182,BRUB9GAE,0
53183,NS73DVSC,0
53184,NNN9N4GC,0
53185,Y6P4OFBU,0
53186,SUEZZ3OB,0
53187,X93A8DD8,0
53188,JO27BFZ2,1
53189,788SKX9L,0
53190,7BZOA7WR,0
53191,BUDKZV3S,0
53192,I9JF3DGR,0
53193,JK46SQDC,0
53194,KXEEVPTJ,0
53195,A9D29KMS,0
53196,N5UKXBRE,0
53197,I7GASPHM,0
53198,XHNKMQLV,0
53199,CJMMSF3W,0
53200,TYWHUCNW,1
53201,68HTA6PS,0
53202,NQUERLQV,0
53203,JMCMSX84,0
53204,DTK3BMKQ,1
53205,GDWTU4IT,0
53206,CMEFGQDU,0
53207,7CWIJDQG,1
53208,DWXZFACB,0
53209,KS7K9CEE,0
53210,5ABMQZFA,1
53211,JQET6CZD,0
53212,OEUAS7TC,0
53213,5C4ST7SK,0
53214,KSZWRONI,0
53215,ZDWPIJPD,0
53216,KBMJ9P9E,0
53217,EMXGSXTZ,1
53218,TPITNA3C,1
53219,FHYWD8HC,1
53220,TM978YNI,0
53221,JRMEHA6C,0
53222,UM3FBXQH,1
53223,2SHDUD8Q,0
53224,MTZCZAMP,0
53225,96VZCGUE,0
53226,KCVKXQIX,0
53227,L467BQXA,0
53228,DZGDDFMR,0
53229,8RGFAKPS,0
53230,RWDBBURZ,0
53231,EX8BB5KK,0
53232,MTPWZXDE,0
53233,KCQCAFOQ,0
53234,OL2639DK,0
53235,CZG9BNCK,1
53236,YCP658U3,0
53237,ZR4KMSXB,1
53238,C4JYOSCQ,0
53239,A3PHWYMR,0
53240,E3P3W8DP,1
53241,EEAOCJKK,0
53242,CFZGN3OQ,0
53243,UJ3QXWCZ,0
53244,DVAFFEXP,0
53245,FNWX5L3B,0
53246,CGJLGUFM,0
53247,5NFPCMS9,0
53248,EMJ7SEST,0
53249,SCNGWO4Z,0
53250,FKRYTH27,0
53251,NC3U4HWG,0
53252,6XYNWI4K,0
53253,9NBHJBAS,0
53254,JGRGU8NC,1
53255,WJR324RV,0
53256,FTY6GBJU,1
53257,BUVZQYWT,0
53258,LFHWUWAE,0
53259,SSD739MW,0
53260,IQAILVZN,0
53261,OHZY8GSC,0
53262,SHSBPH97,0
53263,EXNE7ASA,0
53264,YB5MQDEF,0
53265,2NZE5NIH,0
53266,DSSR4FO9,0
53267,532DXDF4,0
53268,YQICGIV5,1
53269,MGUCB9RE,0
53270,GSRKWEMJ,0
53271,B2TCWZWF,1
53272,A3W4DSIX,0
53273,LIWGA9XY,0
53274,9RUET2RH,0
53275,DPADU4BP,0
53276,MT5NHGZ2,0
53277,EKLZFGT2,1
53278,6QYYZTVG,0
53279,S7UNX6FY,0
53280,M4QNGWDN,1
53281,N2RT9VKD,0
53282,VYBITAWH,1
53283,7HG7MKHZ,0
53284,NZE3UMNA,1
53285,NA8DTOYG,1
53286,MLR9DYTW,1
53287,RUQGE8IZ,1
53288,A3MPNYMF,0
53289,FCKTPD52,0
53290,BV2PSDPQ,0
53291,SYRRWTA7,0
53292,YJJWUEKR,1
53293,DPXE2QTT,0
53294,7WTNIXNQ,0
53295,WEXKODVB,1
53296,46IGOBQE,0
53297,EWXKCL4H,1
53298,HTNQELK4,0
53299,HZAWF2JF,1
53300,HMFASGPY,0
53301,QQDQKYBK,0
53302,ACYOPGUT,1
53303,KTMROCIL,0
53304,RYZS97X4,0
53305,QVDS9QNE,0
53306,4QJC6C7H,0
53307,CBX7J5VC,1
53308,5JN2IRCX,0
53309,DNUKJJVT,1
53310,2FOMM6D7,0
53311,GVJUHQD6,0
53312,DGVESMBX,0
53313,E6RPHKPF,0
53314,ZOSIZBBN,0
53315,5YHFCIB8,0
53316,KIFK9G8Y,0
53317,3EMGWQFX,0
53318,J552CZXE,1
53319,CTQN64TV,0
53320,BTRHVU3U,0
53321,FLKZJUTZ,0
53322,NZEQ5VUC,0
53323,ARHL6ZJP,0
53324,AO894YIH,0
53325,CUSZAKVY,0
53326,AHS4OWKB,1
53327,C6EERFVQ,0
53328,MMGR2YQ8,1
53329,TRKIGTUI,0
53330,HZYNBXWK,1
53331,UGEOI2BC,1
53332,DIDTO5Z8,0
53333,TEQSF7KL,0
53334,4SDDVFXP,0
53335,GWGSFK2N,1
53336,CBHN7RMK,0
53337,DOLKXQTQ,1
53338,4SKMMFI8,1
53339,SJSDTKWD,0
53340,W6ZQF4ZD,1
53341,CHARTUB4,0
53342,4TMMFK3D,0
53343,JM4NWWN7,0
53344,OZ7AFSQC,0
53345,4LQW9Q4D,0
53346,F4WWYMAY,0
53347,BH7VGOKP,1
53348,BGCL39KF,0
53349,EUVNGMQF,0
53350,AO9XW8QA,0
53351,M3ATNP7X,1
53352,4TGVOYC8,0
53353,EGXUWGQS,0
53354,FY7WT3TL,0
53355,RSNYBARQ,0
53356,ASRJKYIA,0
53357,VBUKGMHZ,0
53358,CKPFJAHU,0
53359,EYPVW9PL,1
53360,H4PN7FFE,0
53361,U9YYETRL,1
53362,7QSSJTEG,0
53363,3SWJROJ6,0
53364,UAXAK2ZY,0
53365,AEYHPLPV,1
53366,CGVGYNJZ,0
53367,8U8VW47B,0
53368,9B6KBXNP,0
53369,B9ZY5LVA,0
53370,FNGCV8YT,1
53371,Z66PUHFH,0
53372,DBEEDWRK,0
53373,ACBWCPJL,1
53374,GCST5OYJ,1
53375,8SUMBA5F,1
53376,KGYCZDXX,0
53377,VXFFKWDX,0
53378,5K9GEZE8,1
53379,RJT6GPY8,0
53380,99RMFB2B,0
53381,EKMZKZRD,1
53382,JKQAEDKX,0
53383,75HQKQQR,0
53384,Q3IIPFZZ,0
53385,KSYZDF8T,0
53386,L6Z6LXTR,1
53387,BVZDK3TM,0
53388,7TKA9BRS,1
53389,JYSSTS5B,0
53390,UPXWFR5D,1
53391,9XMSLFQG,0
53392,FXKHJFHE,0
53393,GPQXEAUJ,1
53394,8F5DJPEU,0
53395,GCF9CSSP,0
53396,ELMIKGEF,1
53397,5HFWK6IA,0
53398,XXREVHYC,0
53399,5ZNVREW6,0
53400,2WISDSZ7,1
53401,YMP6XBFA,0
53402,VEHG8YIW,0
53403,MZPFPRNN,0
53404,TP33XKSR,0
53405,XJHBSHYT,0
53406,KSUPKIZ9,0
53407,NVJPXHPQ,0
53408,KJHV456E,0
53409,RZNHXSQC,1
53410,GJ52FS4K,1
53411,X8PTWSG6,0
53412,YP7WW4TB,0
53413,8DMJ9G3U,1
53414,X3XJL95B,1
53415,HERFX4WV,0
53416,NRZ3VFKM,0
53417,CVJK2NSQ,0
53418,QELCFBWE,0
53419,N4TMJORK,1
53420,49WQQBWQ,0
53421,Q7EKA5GV,1
53422,ZGTLVE6V,0
53423,YM5QAWJM,1
53424,9UESCCYX,0
53425,JZXGSOBS,0
53426,8VAN22XH,1
53427,WDIJEV3D,0
53428,AXSMUMJQ,0
53429,VE3QC7EV,0
53430,BYXE632J,0
53431,BPUNWS6J,0
53432,J78BG4M4,0
53433,JPXF2PGW,0
53434,GWHXUH7T,0
53435,6PAU9J3N,0
53436,BBKENXHH,0
53437,ABTG2KPP,0
53438,ZSHB2Z8T,1
53439,9K6NCVQG,0
53440,UW8MFCHU,0
53441,N9ELXJBM,0
53442,NJNGNXP9,1
53443,YUBJMZYE,0
53444,HTCRYUSN,0
53445,GBA2JB8Q,0
53446,XFVZXI8R,0
53447,BQXCSPEB,0
53448,6BTX3JHJ,0
53449,FKRCAIOX,1
53450,ZSQQPK6W,0
53451,CXBMJP4X,0
53452,KNAZ3NN8,0
53453,BOKDQD3P,0
53454,VFBVKCM9,0
53455,6RZ6DNDN,0
53456,23BPVJ5R,0
53457,EJ9ECOZE,0
53458,YFJ4YSWA,1
53459,9NS96YVL,0
53460,DXRAVHLS,1
53461,Q5JQRMIC,1
53462,B6DYWGXP,0
53463,JHZT8O6E,1
53464,EEZV2VTX,0
53465,JNEHWNHT,0
53466,CUKSTSUF,0
53467,IVYPMLCC,1
53468,BG2MEDPL,0
53469,MZOWQSIK,0
53470,CNFBKXQU,0
53471,Q7AMEDZQ,0
53472,SFNNIVMQ,1
53473,FISYXNWU,1
53474,I6HVPDKW,1
53475,CSR7A6GD,0
53476,EA9IPYCP,0
53477,4WGHAEBH,0
53478,KV95AISM,0
53479,9QCHOXJG,1
53480,Y9N7DNLO,1
53481,8WXJJ284,0
53482,F54DVWDA,0
53483,HP2RAG6M,0
53484,5RYAHC2Z,1
53485,JWAD5RLV,1
53486,7SVK67AK,0
53487,O5C6YFP6,1
53488,KJAGNF32,1
53489,FLQACRBU,0
53490,D9NVNJRQ,1
53491,KM4DXCRI,0
53492,9FQSJPCP,0
53493,BMSCWIXX,1
53494,ITANPUVY,1
53495,DWM5I4BS,1
53496,6VV7ZUNW,1
53497,APMWSJZ2,0
53498,2XU9PS9Q,0
53499,67UQ53CV,0
53500,FX3CCFG8,1
53501,ZTSFCC6A,0
53502,J9LIHQD8,0
53503,9KOPR6RC,1
53504,GSSVSDSJ,0
53505,NZ2MYLEL,1
53506,DSKPIJEH,0
53507,ISP4XUP6,0
53508,XFPMQUZM,1
53509,CMQBWIH3,0
53510,MXSEEDP4,0
53511,VHJYS7AK,0
53512,WISIZAYZ,0
53513,NYSJ3JPW,0
53514,HJ8RDQMN,1
53515,KUBUWCTW,0
53516,F6C4HATR,0
53517,LFGLDLYF,1
53518,XBOIDJRA,0
53519,AWRPZJYS,1
53520,4Z9KEVWT,0
53521,BKDBHVZJ,0
53522,XBRMNN6A,0
53523,AZB6STPG,1
53524,KDZQBXJY,0
53525,4ZZ8GBMT,0
53526,MXZUPMNO,1
53527,9EGC9JHS,1
53528,FNQUM7PB,1
53529,PWPLBG2S,1
53530,O6SYDXFB,0
53531,5G3UKPTZ,1
53532,4NH6AUCL,1
53533,BGAG33CY,0
53534,BIPRTC8G,0
53535,FYKF8RM5,1
53536,MZTHZCJK,0
53537,R8BEG7EC,0
53538,PHPKPZSC,0
53539,LJ8KKUE7,0
53540,DKEWVYBR,0
53541,8NH4NGMQ,0
53542,CKCLQEMX,0
53543,E3GGVUSN,0
53544,GYBCXSA6,0
53545,SVNWG9QC,0
53546,8SXSB6EE,0
53547,MDYTNZVL,0
53548,MGNDEQQ7,1
53549,6ZGHXBDK,0
53550,K7J36V9L,1
53551,DK5AGNGR,0
53552,8GRO6YC6,0
53553,GTRVG7UD,0
53554,GZQS3GTT,0
53555,YMURPX3R,0
53556,9MP3GGCH,0
53557,GSP8Z5QK,0
53558,X225SNIF,1
53559,ZDY8XBAH,1
53560,UJ4J2MRS,0
53561,ASRR3EVL,1
53562,RHTIWGGP,0
53563,3USCEYWD,1
53564,6PU4YYDQ,0
53565,K7ZMKOJI,0
53566,G7ACYQH7,0
53567,6EJ8YPAM,0
53568,AJHQOHKJ,0
53569,HTPKDLUI,1
53570,WXCZSX5Y,1
53571,JYDPQKBH,0
53572,MDDPQX5I,1
53573,CDHJTYVZ,1
53574,J5A5UMN4,0
53575,MAXNTRA5,0
53576,FWC3DPGU,0
53577,NEV2E84E,0
53578,FHST7XJ6,1
53579,JTYQ7XVV,0
53580,MDSJQ5SH,0
53581,MVNSNZAJ,0
53582,C7RBES7Q,1
53583,NPTBAYIT,0
53584,UJHGCNFL,0
53585,C5LHV45O,1
53586,7HRSDRU2,0
53587,8WV3FL3L,0
53588,KNQJWYRX,0
53589,EKSUK6TX,0
53590,GPZOPYUD,0
53591,GL7JXAWP,0
53592,GJSIPEZQ,0
53593,TKTK3MIX,0
53594,KJ2JAEXR,1
53595,FQRW3UPX,0
53596,VJ4XGUSV,0
53597,CKDTCLN4,0
53598,FD7GPDFT,0
53599,EDHOAAZH,0
53600,IZ2EJBAK,1
53601,4ZS5GIYH,0
53602,CAEIMR9J,1
53603,RFIV4FOB,0
53604,MFEZYLEL,0
53605,CMTWM3ZX,0
53606,EUAGECRO,0
53607,UTYBNNXU,0
53608,5UMJDV8L,1
53609,GFVROJTS,0
53610,LNC8SCVH,0
53611,BLUTTUZY,1
53612,PIYRBSET,1
53613,FURR85BG,1
53614,UBPCCRQE,1
53615,DDV4QHPX,1
53616,WXGWBHNV,1
53617,QBKTSHQF,1
53618,LTBXTDPF,0
53619,GZ24ITFY,0
53620,S7FXYF6A,0
53621,QJWKIPYY,0
53622,NIBGNIVF,0
53623,HVUERJ6T,1
53624,KGR7UZRI,0
53625,KMUVF93J,1
53626,T4VZTMLP,0
